landmark_0_x,landmark_1_x,landmark_2_x,landmark_3_x,landmark_4_x,landmark_5_x,landmark_6_x,landmark_7_x,landmark_8_x,landmark_9_x,landmark_10_x,landmark_11_x,landmark_12_x,landmark_13_x,landmark_14_x,landmark_15_x,landmark_16_x,landmark_17_x,landmark_18_x,landmark_19_x,landmark_20_x,landmark_0_y,landmark_1_y,landmark_2_y,landmark_3_y,landmark_4_y,landmark_5_y,landmark_6_y,landmark_7_y,landmark_8_y,landmark_9_y,landmark_10_y,landmark_11_y,landmark_12_y,landmark_13_y,landmark_14_y,landmark_15_y,landmark_16_y,landmark_17_y,landmark_18_y,landmark_19_y,landmark_20_y,landmark_0_z,landmark_1_z,landmark_2_z,landmark_3_z,landmark_4_z,landmark_5_z,landmark_6_z,landmark_7_z,landmark_8_z,landmark_9_z,landmark_10_z,landmark_11_z,landmark_12_z,landmark_13_z,landmark_14_z,landmark_15_z,landmark_16_z,landmark_17_z,landmark_18_z,landmark_19_z,landmark_20_z,label
0.1317151341602898,0.01608005195037021,0.023252143781541584,0.7517990495742747,0.8774450077939355,0.04558805821260267,0.6064472754723609,0.9064749809712263,-0.03998230506930303,0.39880120563752974,0.6699693304290973,0.07067166912562975,0.4946119572849763,0.951772078325238,0.03327646460742109,0.5795866762006786,0.21211371806185286,-0.0218190299140663,0.5076947631157548,0.4786194504692203,0.04877174511049484,0.38770959848261066,0.35239169972530415,0.0955156972740496,0.868678999560026,0.6751972930109494,-0.0686541204692937,0.24330620827946692,0.2764194987883244,-0.04574795077525151,0.9760491349011788,0.5129626396971991,-0.06350702548028782,0.19126672845623283,0.45998121605009745,0.0876509342717103,0.0776398649872494,0.1719517541210267,-0.03613389851318008,0.32860340222249684,0.21737609419682802,0.046934385390074496,0.9795041673372055,0.4173077209431245,-0.017695529619948136,0.04155617953073609,0.3775473424794106,-0.06433305339579756,0.5277636673667985,0.5920824705294845,0.016438188047834187,0.5389075729624074,0.9279504479675034,0.04015455760460676,0.11943290240708371,0.6851731503003318,0.011693258368591627,0.1865602683037485,0.5269386153663012,-0.029998644926004306,0.46572155223227063,0.5153220690013515,0.09322688854480896,Start
0.46221420154188975,0.07785342461243472,-0.018507853366751648,0.6110652642926729,0.9630154571848462,0.08379845413013312,0.190424749149265,0.3980056302723103,0.09098167944847332,0.2790693291205715,0.3984602550013563,-0.0483499752350488,0.7340796500054144,0.3391571762132686,-0.013204861775402615,0.9877232480358215,0.34450685609290976,-0.027033218486126123,0.6585245462376864,0.577065975405633,0.03520171995625118,0.7723382935428931,0.7425688564461914,-0.01983422914350666,0.6540229740686667,0.36545825940011234,-0.041503383791071484,0.6946668360874988,0.21470432406868756,0.03339079461148514,0.7141903793095878,0.321839551824598,0.015093440987893517,0.5164515015585265,0.1798990458612587,-0.022644813310737755,0.9522679738966857,0.040422969393367314,-0.0009017425980675509,0.5711691889388962,0.8306487548901187,0.05743324381178061,0.27069745869137607,0.3689299746763173,0.08515821330311438,0.6385337619586698,0.21751537786604758,0.06962617571335966,0.30866606442708355,0.6883170397215334,0.0401754933572854,0.5206888795645899,0.26719762226990396,-0.010722835988556056,0.4434665071246895,0.6921954107302649,-0.07779483330820658,0.5328473657919836,0.5537609073634917,-0.06439989183059522,0.65405731714706,0.6295163346251977,0.03553060006510139,Start
0.37019017091671647,0.09374896042490011,0.008846670133463116,0.250584091032959,0.0055214523671260896,-0.08341625514264746,0.8784131244535394,0.11367128973815732,0.03354778401968289,0.8298484090101573,0.6960571309895248,-0.09281278021031823,0.7111558426522804,0.25249427288724835,-0.06553889662817233,0.05840616929234166,0.23093796771658692,-0.07459056040279842,0.9907779267481435,0.36819068736189975,-0.091391056260899,0.21392945206707947,0.7111414654385757,-0.09619095907260428,0.21762161853341888,0.8982464664929495,0.028021994556416713,0.33916180431612164,0.8880503872585435,0.03380680726386712,0.7900773255629625,0.4805856542160942,-0.02473120359885983,0.8839233416904682,0.6823517547754564,0.050433039403289776,0.21605985243932213,0.8785477395346513,0.0037697086525867868,0.516214172705387,0.7759746498559597,-0.07239087121792985,0.0974380325505646,0.9891807986483411,0.040369582151284944,0.2719047611431369,0.541956194239653,-0.08530053030449412,0.5863600018783828,0.7258832149086357,-0.09649327532342551,0.031780551517926026,0.03676177410044634,0.05830680620390641,0.6122247117181717,0.4774523622436183,-0.07691041765371541,0.27722125177985235,0.2204810828617163,-0.06449683185503027,0.6654868795091071,0.6706733461421094,0.0911903276454408,Start
0.41912411584717113,0.1908391215299109,-0.08416547867502032,0.7877947542621648,0.23458896849237376,0.006584525025653029,0.4297097625775368,0.7479973730992161,-0.0415602669276167,0.019015912620456876,0.454628948210123,0.015250396853073903,0.9122233236693398,0.21337557424095277,0.008513224596698149,0.6493494237626826,0.0927010548014523,-0.044239520529494314,0.6074883910513014,0.7171849836444002,0.06746085339074576,0.7535405987611057,0.2058265872345162,0.02154173264403278,0.7063531373547746,0.35368580086234025,0.03884858225918736,0.19302776690657197,0.8504421618243321,-0.07373173072172173,0.5452994905439343,0.4279839670696727,0.03293638491753495,0.48805612482225824,0.6317853151085027,0.00800769306183588,0.7181660060440301,0.3257237923622688,-0.07141875907438695,0.3632002256057191,0.7504032708665709,-0.09090698441818179,0.12898369638091922,0.10148820071848663,0.01595931017612831,0.6881349541616553,0.8488821783574555,0.09649161541127266,0.8553911007280415,0.07640510082923113,-0.017750680241119587,0.3830590343091086,0.3371445095993387,-0.02681660021676051,0.0821014140288644,0.30013772936055816,0.03437746216444104,0.12854255384356528,0.8685116983535998,0.02160188651097647,0.05770311462999245,0.011340160977258207,0.07494630575203337,Start
0.7982922655411058,0.45700891243696795,0.019115303911292708,0.05727761456007563,0.6271322667598351,-0.03657903824644222,0.09032309916837133,0.48112428242462124,-0.039771344335757935,0.05229142927505892,0.5470150958243438,0.05703312862822929,0.4705601877089235,0.518616335103584,0.06703858932848672,0.43545625603904237,0.1922650618099443,0.06925237935174047,0.11695596934464714,0.3496430863586758,-0.033398893815652045,0.5210684827314888,0.27580071262007666,-0.045652579956831474,0.15392987878111875,0.9503983031725264,0.0021027389212533443,0.2993806197279999,0.6289548175366257,0.008127700108666994,0.5624581024337809,0.5168057026983169,0.08895453995883626,0.5027930141198016,0.9243133394103273,-0.07654691862730519,0.47687641249665524,0.7150766836009355,-0.09446550482624055,0.7703737408537237,0.1973087908189609,-0.04998632215330667,0.9287484340984552,0.2754313120684816,-0.09836163361478423,0.851786021083563,0.5293038611888126,0.01985565267149307,0.6555911138472869,0.6794832814157649,-0.06525699720181799,0.9384499434684831,0.9756104229747926,-0.05327362904501423,0.8459263163077627,0.13868888832169612,0.012714892426570382,0.7039945558026672,0.2704492589397629,-0.01673862516275673,0.35225451797215857,0.6264296704805353,0.027910290379487085,Start
0.5648835130929273,0.8674958786038797,0.03310119468232953,0.6451045800057454,0.10016526881577692,-0.06015578351281579,0.09966014725013139,0.9392321468971122,-0.05565815552955462,0.7453508023511564,0.017905607192142514,-0.023343942367275175,0.8538384798065977,0.7951817357379724,0.051921899792401,0.37234398981770045,0.6227017155916761,0.0665814249243872,0.9533259660924098,0.4468894207329398,-0.06735487441735274,0.16508720890137651,0.5432548552647164,0.01600599360027702,0.7690920123745681,0.6058770055775288,-0.06904695744098904,0.013772197975078337,0.14871318071982298,-0.061906537197662016,0.3340413425760077,0.4165166137171775,0.048653703024356204,0.581044395655121,0.5519559025523528,-0.07922504200546193,0.2108305681676611,0.6331843414419374,-0.003958788740753866,0.0569209274926894,0.29454006722937087,-0.08032266422829726,0.9289952327284414,0.7762573364683506,-0.02594488291553823,0.5729513672735622,0.3534408861151279,-0.08954548002719885,0.5651639217147653,0.5315118534739934,0.04084023678059401,0.34284960286167954,0.2941279315704891,0.0869464232123256,0.5267742813593608,0.6780400713104802,-0.06276577370548593,0.5722937283943944,0.6080963623385698,0.01949382209608748,0.7637460955415127,0.12208697063180007,-0.06054800695096492,Start
0.24584077649098834,0.9829655166510929,0.07121182100091863,0.14431621323231014,0.9537311752326842,0.05930246241907863,0.8178167602630562,0.32410835346450406,0.03175468712429158,0.046282857046592296,0.02615906520859035,0.008206950818094264,0.6712929541904211,0.8087781115296184,-0.08078815858712654,0.0904318062502748,0.44351776818159405,-0.014463659203672735,0.02342028737196611,0.1778883806573831,0.03348654376510915,0.964842473300446,0.6089799967375576,-0.09877141185781801,0.7778829428452241,0.817435012885398,-0.0002683322123831766,0.5382683717445541,0.16950335962009466,-0.02233225631194162,0.5028256153777334,0.192895535651746,0.00889325835573776,0.05252309195689664,0.06285883834818684,0.01568738907988594,0.8192609434518079,0.427669915870207,-0.03757552062084917,0.8723779340840077,0.28864628114007784,0.09406840025203081,0.359527643432339,0.9454904785511395,-0.05403783284456796,0.5483487908978049,0.1000591596458279,0.013239742417440789,0.08348741043228658,0.9661732398061577,0.04708780192473122,0.5585915150751725,0.48543941655065703,-0.08075982868928684,0.7406577247315077,0.6791884798639682,0.05533016827673895,0.568668141524288,0.234345171946291,-0.0244825805408998,0.4607341246029082,0.542203394957622,0.0876311801394487,Start
0.6231890083349719,0.37798488524991913,-0.009255661945597876,0.07406652177391082,0.8130955932967712,-0.01099681291600893,0.4243436772174123,0.36617269490456583,-0.005808471881032992,0.20428031068767172,0.7989318858166431,-0.006092596879745879,0.3408463351825478,0.06741636022543396,-0.020948507696759308,0.8262982558110638,0.07176046353278775,0.08107312468718794,0.9837652975897282,0.13322407789476376,0.08498947257400918,0.9006664848449261,0.06772835425387735,0.09891600021951405,0.4727608627582256,0.6189136622398246,0.07048507389730646,0.09241101861422785,0.6031982101419725,-0.010588485953490517,0.27170439780545097,0.8370205027771586,-0.07265093408702053,0.5743479947239907,0.9634322642826518,0.0109243000822897,0.7773481063552151,0.02861641365865586,-0.03246187062950559,0.4782474764248865,0.26109815544056936,0.013217869297930701,0.0620220732817105,0.46782775379445296,-0.002626467292309753,0.7594156552298845,0.6332361512923003,0.06146927246256503,0.8353912229718325,0.04740545134348051,-0.01005994223936954,0.46349694889395987,0.09630337021153923,-0.005109454851629877,0.5760398155152636,0.8958903356044642,-0.04150286277371214,0.5709998090950376,0.05582818340770179,0.007871630803029467,0.13770858765743632,0.6364293973080991,0.0738038287440008,Start
0.45207173033807113,0.040492735807235336,0.04370853009101969,0.4339559212359936,0.5015208854475051,0.062119014550073376,0.9252263412082601,0.6465801904973119,0.013332259543363839,0.793569273285166,0.7244490510683107,-0.06587445618441697,0.12981431921084385,0.921869130362389,0.04927709922643228,0.09797071518175848,0.3316464167357186,-0.06338243247711539,0.8954121923306877,0.9030289598090256,-0.03441743148484802,0.4427624977898572,0.09707316777134745,0.03576105635429014,0.45719248791078726,0.7174800889720545,0.026952433088583527,0.6138632981010822,0.9380935109348997,0.09576242638965343,0.8464771174797163,0.9460651184187466,0.059155337872494246,0.6964154149091141,0.9580502403637391,0.04602147589588479,0.6303795521516404,0.5915433898051154,-0.007796379950669244,0.42432041055630565,0.9810584012914816,-0.08227243207051625,0.31892501416063346,0.444130135072215,0.08192889502963588,0.7767096580716174,0.8816397894002442,-0.0675098641261768,0.9263483338149849,0.5198087593574611,0.013523357936146535,0.7589466548286696,0.8172097314883175,0.006417897543469997,0.4583864953403751,0.06619821216342792,-0.036239300367239255,0.4407532148237344,0.3797728554607739,-0.026808743999957765,0.9352753207726053,0.2934104327032274,-0.054914258103894435,Start
0.9803971952680246,0.10824511522301017,-0.029121181356202216,0.48822103001404515,0.6023380728834266,-0.034000473928111216,0.8521378018125279,0.8810318802604375,-0.09617013184686454,0.08135680385567656,0.20958232769508267,-0.024742807342068712,0.3220129856778411,0.9269029157642114,0.05185093616363645,0.4782629421825615,0.5431797890020553,-0.023505057709900676,0.02887317460695593,0.035619701714689866,-0.03031634711798821,0.4253999633527171,0.49463951399704853,-0.06045557203427914,0.9681526141344104,0.4561805850267443,0.02138089266786561,0.07208754863184474,0.5189626443125488,-0.050832208792317785,0.7187263159526269,0.06228543536647313,-0.02489912920681761,0.839747822962556,0.20227735235555033,-0.08416873844889934,0.20933632808391855,0.16710367334232823,-0.04290035619149986,0.4217342535071614,0.6364278533356126,0.05911619949602154,0.38389378478038483,0.733099297719554,0.01748337929738497,0.03803146396653967,0.8287393238362389,0.03357399228303434,0.657020404434898,0.5083032988392725,-0.09549218945496006,0.034582955122044234,0.8818074337187448,-0.05126828315499887,0.4311047789673884,0.12399726644625153,-0.01709411778643248,0.8870250983205882,0.330123564038858,0.018434246740281907,0.07585758215910798,0.13345448371095547,0.03552260430573731,Start
